hashtag,tweet,hashtags,Processed_Tweet,Dominant_Topic
modi,सहारा का दोस्त चोर भाजपा का कार्यकर्ता को गोली मारकर हत्या  #AmitShah #modijhootahai #jharkhand #ranchi #modi,"#AmitShah,#modijhootahai,#jharkhand,#ranchi,#modi","['सहारा', 'का', 'दोस्त', 'चोर', 'भाजपा', 'का', 'कार्यकर्ता', 'को', 'गोली', 'मारकर', 'हत्या', '#', 'amitshah', '#', 'modijhootahai', '#', 'jharkhand', '#', 'ranchi', '#', 'modi']",3
modi,"सरकार भी लाने जा रही है OLA-Uber जैसी टैक्सी सर्विस, ड्राइवरों की होगी मौज तो इनके छूटेंगे पसीने hindi.businessheadline.in/th… 
#ola #UberTaxi #OlaElectric #taxi #AmitShah #amitshahspeech #Modi #uber","#ola,#UberTaxi,#OlaElectric,#taxi,#AmitShah,#amitshahspeech,#Modi,#uber","['सरकार', 'भी', 'लाने', 'जा', 'रही', 'है', 'ola-uber', 'जैसी', 'टैक्सी', 'सर्विस', ',', 'ड्राइवरों', 'की', 'होगी', 'मौज', 'तो', 'इनके', 'छूटेंगे', 'पसीने', 'hindi.businessheadline.in/th…', '#', 'ola', '#', 'ubertaxi', '#', 'olaelectric', '#', 'taxi', '#', 'amitshah', '#', 'amitshahspeech', '#', 'modi', '#', 'uber']",3
modi,"#मेरा भारत महान...
#Modi Ji ka भारत...

 Na खाना मिलेगा...

Na दवाइयां... 

#BoyCott भजपा...","#म,#Modi,#BoyCott","['#', 'मेरा', 'भारत', 'महान', '...', '#', 'modi', 'ji', 'ka', 'भारत', '...', 'na', 'खाना', 'मिलेगा', '...', 'na', 'दवाइयां', '...', '#', 'boycott', 'भजपा', '...']",2
modi,"कामयाबी का मोदी मंत्र :- वीडियो देखिए आप को साफ हो जाएगा मोदी और अमित शाह कितने भ्रष्ट हैं
#Modi दोस्तो RT रूकना नहीं चाहिए जी जी 🌹 @_Sweet_Parul_ @___Gulati_4 @BappiLaher08001 @king7851007 @kiran_patniak @MdHafiz59473117 @muralitwit @Virus_Studioz @VijaySingh_law @MdHafiz59473117 @NhCing",#Modi,"['कामयाबी', 'का', 'मोदी', 'मंत्र', ':', '-', 'वीडियो', 'देखिए', 'आप', 'को', 'साफ', 'हो', 'जाएगा', 'मोदी', 'और', 'अमित', 'शाह', 'कितने', 'भ्रष्ट', 'हैं', '#', 'modi', 'दोस्तो', 'rt', 'रूकना', 'नहीं', 'चाहिए', 'जी', 'जी', '🌹', '@', '_sweet_parul_', '@', '___gulati_4', '@', 'bappilaher08001', '@', 'king7851007', '@', 'kiran_patniak', '@', 'mdhafiz59473117', '@', 'muralitwit', '@', 'virus_studioz', '@', 'vijaysingh_law', '@', 'mdhafiz59473117', '@', 'nhcing']",0
modi,"Happy Birthday To Our Dear Global Star @AlwaysRamCharan RamCharan Garu.
#sundarapuvijaykumar #RamCharanBDayCelebrations #RamCharan #TeamRamCharan #Janasena #Pawankalyan #cbn #tdp #Modi #bjp #nda #yelamanchili","#sundarapuvijaykumar,#RamCharanBDayCelebrations,#RamCharan,#TeamRamCharan,#Janasena,#Pawankalyan,#cbn,#tdp,#Modi,#bjp,#nda,#yelamanchili","['happy', 'birthday', 'to', 'our', 'dear', 'global', 'star', '@', 'alwaysramcharan', 'ramcharan', 'garu', '.', '#', 'sundarapuvijaykumar', '#', 'ramcharanbdaycelebrations', '#', 'ramcharan', '#', 'teamramcharan', '#', 'janasena', '#', 'pawankalyan', '#', 'cbn', '#', 'tdp', '#', 'modi', '#', 'bjp', '#', 'nda', '#', 'yelamanchili']",2
modi,"And we all voted him to power to see this joke!

#Modi do something for Hindus who have voted you to power. Grow spine like your friend Trump.",#Modi,"['and', 'we', 'all', 'voted', 'him', 'to', 'power', 'to', 'see', 'this', 'joke', '!', '#', 'modi', 'do', 'something', 'for', 'hindus', 'who', 'have', 'voted', 'you', 'to', 'power', '.', 'grow', 'spine', 'like', 'your', 'friend', 'trump', '.']",2
modi,"Pradeep Bhandari- Give me primary source of 1 Historian.

SP Spox- त त प प

Anyway, happy that यदमुल्ले are exposing their Appeasement so much that even those Rajputs who were misguided by CHINDIs to vote against #Modi Sarkar in 2024 GE, now abusing them.",#Modi,"['pradeep', 'bhandari-', 'give', 'me', 'primary', 'source', 'of', '1', 'historian', '.', 'sp', 'spox-', 'त', 'त', 'प', 'प', 'anyway', ',', 'happy', 'that', 'यदमुल्ले', 'are', 'exposing', 'their', 'appeasement', 'so', 'much', 'that', 'even', 'those', 'rajputs', 'who', 'were', 'misguided', 'by', 'chindis', 'to', 'vote', 'against', '#', 'modi', 'sarkar', 'in', '2024', 'ge', ',', 'now', 'abusing', 'them', '.']",0
modi,Here’s a #cartoon for my amazing Patreon readers. 🎨 Thanks for your support!  Support us for more such cartoons: Linktr.ee/MANJULtoons #Modi #BJP #Dissent #DevendraFadnavis #YogiAdityanath,"#cartoon,#Modi,#BJP,#Dissent,#DevendraFadnavis,#YogiAdityanath","['here', '’', 's', 'a', '#', 'cartoon', 'for', 'my', 'amazing', 'patreon', 'readers', '.', '🎨', 'thanks', 'for', 'your', 'support', '!', 'support', 'us', 'for', 'more', 'such', 'cartoons', ':', 'linktr.ee/manjultoons', '#', 'modi', '#', 'bjp', '#', 'dissent', '#', 'devendrafadnavis', '#', 'yogiadityanath']",3
modi,"While CONgress hopes to change constitution for Mu$£im Reservations, #Modi Sarkar to introduce & get passed Waqf Amendment Bill this week.

Union Minister.@KirenRijiju says, ""After Waqf Amendment Bill is introduced in LS, we will take it to the RS""

MODI SARKAR HAS THE NUMBERS!",#Modi,"['while', 'congress', 'hopes', 'to', 'change', 'constitution', 'for', 'mu', '$', '£im', 'reservations', ',', '#', 'modi', 'sarkar', 'to', 'introduce', '&', 'get', 'passed', 'waqf', 'amendment', 'bill', 'this', 'week', '.', 'union', 'minister', '.', '@', 'kirenrijiju', 'says', ',', '``', 'after', 'waqf', 'amendment', 'bill', 'is', 'introduced', 'in', 'ls', ',', 'we', 'will', 'take', 'it', 'to', 'the', 'rs', ""''"", 'modi', 'sarkar', 'has', 'the', 'numbers', '!']",4
modi,#saugatemodi what right #Modi hv to distribute taxmoney to Muslims in his name? Has majority given consent? Are they really minority? Arent there any actual minorities far poorer & never noticed by politicians? What abt kits to poor #Hindus on their festivals? @ARanganathan72,"#saugatemodi,#Modi,#Hindus","['#', 'saugatemodi', 'what', 'right', '#', 'modi', 'hv', 'to', 'distribute', 'taxmoney', 'to', 'muslims', 'in', 'his', 'name', '?', 'has', 'majority', 'given', 'consent', '?', 'are', 'they', 'really', 'minority', '?', 'arent', 'there', 'any', 'actual', 'minorities', 'far', 'poorer', '&', 'never', 'noticed', 'by', 'politicians', '?', 'what', 'abt', 'kits', 'to', 'poor', '#', 'hindus', 'on', 'their', 'festivals', '?', '@', 'aranganathan72']",1
modi,"हमारे योगी आदित्यनाथ बाबा को मंदिर मस्जिद 

हिंदू मुस्लिम पाकिस्तान मुगल के अलावा और 

कुछ नहीं आता है क्या..🤣

धर्म से बाहर निकलो योगी आदित्यनाथ बाबा.🤣

#RC16 #YogiKiPicture करणी सेना #Modi","#RC16,#YogiKiPicture,#Modi","['हमारे', 'योगी', 'आदित्यनाथ', 'बाबा', 'को', 'मंदिर', 'मस्जिद', 'हिंदू', 'मुस्लिम', 'पाकिस्तान', 'मुगल', 'के', 'अलावा', 'और', 'कुछ', 'नहीं', 'आता', 'है', 'क्या', '..', '🤣', 'धर्म', 'से', 'बाहर', 'निकलो', 'योगी', 'आदित्यनाथ', 'बाबा.🤣', '#', 'rc16', '#', 'yogikipicture', 'करणी', 'सेना', '#', 'modi']",0
modi,"ईद पर PM मोदी की सौगात
32 लाख वंचित मुस्लिमों को खास पैकेट | वक्फ बोर्ड बिल पर देशभर में उबाल, बिहार में AIMPLB का बड़ा प्रदर्शन, 29 मार्च को आंध्र में अगला विरोध | विरोध और तेज होने की आशंका! 
nayaindia.com/politics-3/con…
#EidMubarak #WaqfBill2024 #Modi #AIMPLB","#EidMubarak,#WaqfBill2024,#Modi,#AIMPLB","['ईद', 'पर', 'pm', 'मोदी', 'की', 'सौगात', '32', 'लाख', 'वंचित', 'मुस्लिमों', 'को', 'खास', 'पैकेट', '|', 'वक्फ', 'बोर्ड', 'बिल', 'पर', 'देशभर', 'में', 'उबाल', ',', 'बिहार', 'में', 'aimplb', 'का', 'बड़ा', 'प्रदर्शन', ',', '29', 'मार्च', 'को', 'आंध्र', 'में', 'अगला', 'विरोध', '|', 'विरोध', 'और', 'तेज', 'होने', 'की', 'आशंका', '!', 'nayaindia.com/politics-3/con…', '#', 'eidmubarak', '#', 'waqfbill2024', '#', 'modi', '#', 'aimplb']",0
modi,सहारा का दोस्त चोर भाजपा का कार्यकर्ता को गोली मारकर हत्या  #AmitShah #modijhootahai #jharkhand #ranchi #modi,"#AmitShah,#modijhootahai,#jharkhand,#ranchi,#modi","['सहारा', 'का', 'दोस्त', 'चोर', 'भाजपा', 'का', 'कार्यकर्ता', 'को', 'गोली', 'मारकर', 'हत्या', '#', 'amitshah', '#', 'modijhootahai', '#', 'jharkhand', '#', 'ranchi', '#', 'modi']",3
modi,"‘संतोष’ या आंतरराष्ट्रीय पातळीवर गाजणाऱ्या चित्रपटावर बंदी घातल्याबद्दल सेन्सॅार बोर्डाचा निषेध!
#censorship #Modi","#censorship,#Modi","['‘', 'संतोष', '’', 'या', 'आंतरराष्ट्रीय', 'पातळीवर', 'गाजणाऱ्या', 'चित्रपटावर', 'बंदी', 'घातल्याबद्दल', 'सेन्सॅार', 'बोर्डाचा', 'निषेध', '!', '#', 'censorship', '#', 'modi']",3
modi,"सरकार भी लाने जा रही है OLA-Uber जैसी टैक्सी सर्विस, ड्राइवरों की होगी मौज तो इनके छूटेंगे पसीने hindi.businessheadline.in/th… 
#ola #UberTaxi #OlaElectric #taxi #AmitShah #amitshahspeech #Modi #uber","#ola,#UberTaxi,#OlaElectric,#taxi,#AmitShah,#amitshahspeech,#Modi,#uber","['सरकार', 'भी', 'लाने', 'जा', 'रही', 'है', 'ola-uber', 'जैसी', 'टैक्सी', 'सर्विस', ',', 'ड्राइवरों', 'की', 'होगी', 'मौज', 'तो', 'इनके', 'छूटेंगे', 'पसीने', 'hindi.businessheadline.in/th…', '#', 'ola', '#', 'ubertaxi', '#', 'olaelectric', '#', 'taxi', '#', 'amitshah', '#', 'amitshahspeech', '#', 'modi', '#', 'uber']",3
modi,"#मेरा भारत महान...
#Modi Ji ka भारत...

 Na खाना मिलेगा...

Na दवाइयां... 

#BoyCott भजपा...","#म,#Modi,#BoyCott","['#', 'मेरा', 'भारत', 'महान', '...', '#', 'modi', 'ji', 'ka', 'भारत', '...', 'na', 'खाना', 'मिलेगा', '...', 'na', 'दवाइयां', '...', '#', 'boycott', 'भजपा', '...']",2
modi,"कामयाबी का मोदी मंत्र :- वीडियो देखिए आप को साफ हो जाएगा मोदी और अमित शाह कितने भ्रष्ट हैं
#Modi दोस्तो RT रूकना नहीं चाहिए जी जी 🌹 @_Sweet_Parul_ @___Gulati_4 @BappiLaher08001 @king7851007 @kiran_patniak @MdHafiz59473117 @muralitwit @Virus_Studioz @VijaySingh_law @MdHafiz59473117 @NhCing",#Modi,"['कामयाबी', 'का', 'मोदी', 'मंत्र', ':', '-', 'वीडियो', 'देखिए', 'आप', 'को', 'साफ', 'हो', 'जाएगा', 'मोदी', 'और', 'अमित', 'शाह', 'कितने', 'भ्रष्ट', 'हैं', '#', 'modi', 'दोस्तो', 'rt', 'रूकना', 'नहीं', 'चाहिए', 'जी', 'जी', '🌹', '@', '_sweet_parul_', '@', '___gulati_4', '@', 'bappilaher08001', '@', 'king7851007', '@', 'kiran_patniak', '@', 'mdhafiz59473117', '@', 'muralitwit', '@', 'virus_studioz', '@', 'vijaysingh_law', '@', 'mdhafiz59473117', '@', 'nhcing']",0
modi,"Happy Birthday To Our Dear Global Star @AlwaysRamCharan RamCharan Garu.
#sundarapuvijaykumar #RamCharanBDayCelebrations #RamCharan #TeamRamCharan #Janasena #Pawankalyan #cbn #tdp #Modi #bjp #nda #yelamanchili","#sundarapuvijaykumar,#RamCharanBDayCelebrations,#RamCharan,#TeamRamCharan,#Janasena,#Pawankalyan,#cbn,#tdp,#Modi,#bjp,#nda,#yelamanchili","['happy', 'birthday', 'to', 'our', 'dear', 'global', 'star', '@', 'alwaysramcharan', 'ramcharan', 'garu', '.', '#', 'sundarapuvijaykumar', '#', 'ramcharanbdaycelebrations', '#', 'ramcharan', '#', 'teamramcharan', '#', 'janasena', '#', 'pawankalyan', '#', 'cbn', '#', 'tdp', '#', 'modi', '#', 'bjp', '#', 'nda', '#', 'yelamanchili']",2
modi,"And we all voted him to power to see this joke!

#Modi do something for Hindus who have voted you to power. Grow spine like your friend Trump.",#Modi,"['and', 'we', 'all', 'voted', 'him', 'to', 'power', 'to', 'see', 'this', 'joke', '!', '#', 'modi', 'do', 'something', 'for', 'hindus', 'who', 'have', 'voted', 'you', 'to', 'power', '.', 'grow', 'spine', 'like', 'your', 'friend', 'trump', '.']",2
modi,"Pradeep Bhandari- Give me primary source of 1 Historian.

SP Spox- त त प प

Anyway, happy that यदमुल्ले are exposing their Appeasement so much that even those Rajputs who were misguided by CHINDIs to vote against #Modi Sarkar in 2024 GE, now abusing them.",#Modi,"['pradeep', 'bhandari-', 'give', 'me', 'primary', 'source', 'of', '1', 'historian', '.', 'sp', 'spox-', 'त', 'त', 'प', 'प', 'anyway', ',', 'happy', 'that', 'यदमुल्ले', 'are', 'exposing', 'their', 'appeasement', 'so', 'much', 'that', 'even', 'those', 'rajputs', 'who', 'were', 'misguided', 'by', 'chindis', 'to', 'vote', 'against', '#', 'modi', 'sarkar', 'in', '2024', 'ge', ',', 'now', 'abusing', 'them', '.']",0
modi,Here’s a #cartoon for my amazing Patreon readers. 🎨 Thanks for your support!  Support us for more such cartoons: Linktr.ee/MANJULtoons #Modi #BJP #Dissent #DevendraFadnavis #YogiAdityanath,"#cartoon,#Modi,#BJP,#Dissent,#DevendraFadnavis,#YogiAdityanath","['here', '’', 's', 'a', '#', 'cartoon', 'for', 'my', 'amazing', 'patreon', 'readers', '.', '🎨', 'thanks', 'for', 'your', 'support', '!', 'support', 'us', 'for', 'more', 'such', 'cartoons', ':', 'linktr.ee/manjultoons', '#', 'modi', '#', 'bjp', '#', 'dissent', '#', 'devendrafadnavis', '#', 'yogiadityanath']",3
modi,"While CONgress hopes to change constitution for Mu$£im Reservations, #Modi Sarkar to introduce & get passed Waqf Amendment Bill this week.

Union Minister.@KirenRijiju says, ""After Waqf Amendment Bill is introduced in LS, we will take it to the RS""

MODI SARKAR HAS THE NUMBERS!",#Modi,"['while', 'congress', 'hopes', 'to', 'change', 'constitution', 'for', 'mu', '$', '£im', 'reservations', ',', '#', 'modi', 'sarkar', 'to', 'introduce', '&', 'get', 'passed', 'waqf', 'amendment', 'bill', 'this', 'week', '.', 'union', 'minister', '.', '@', 'kirenrijiju', 'says', ',', '``', 'after', 'waqf', 'amendment', 'bill', 'is', 'introduced', 'in', 'ls', ',', 'we', 'will', 'take', 'it', 'to', 'the', 'rs', ""''"", 'modi', 'sarkar', 'has', 'the', 'numbers', '!']",4
modi,#saugatemodi what right #Modi hv to distribute taxmoney to Muslims in his name? Has majority given consent? Are they really minority? Arent there any actual minorities far poorer & never noticed by politicians? What abt kits to poor #Hindus on their festivals? @ARanganathan72,"#saugatemodi,#Modi,#Hindus","['#', 'saugatemodi', 'what', 'right', '#', 'modi', 'hv', 'to', 'distribute', 'taxmoney', 'to', 'muslims', 'in', 'his', 'name', '?', 'has', 'majority', 'given', 'consent', '?', 'are', 'they', 'really', 'minority', '?', 'arent', 'there', 'any', 'actual', 'minorities', 'far', 'poorer', '&', 'never', 'noticed', 'by', 'politicians', '?', 'what', 'abt', 'kits', 'to', 'poor', '#', 'hindus', 'on', 'their', 'festivals', '?', '@', 'aranganathan72']",1
modi,"हमारे योगी आदित्यनाथ बाबा को मंदिर मस्जिद 

हिंदू मुस्लिम पाकिस्तान मुगल के अलावा और 

कुछ नहीं आता है क्या..🤣

धर्म से बाहर निकलो योगी आदित्यनाथ बाबा.🤣

#RC16 #YogiKiPicture करणी सेना #Modi","#RC16,#YogiKiPicture,#Modi","['हमारे', 'योगी', 'आदित्यनाथ', 'बाबा', 'को', 'मंदिर', 'मस्जिद', 'हिंदू', 'मुस्लिम', 'पाकिस्तान', 'मुगल', 'के', 'अलावा', 'और', 'कुछ', 'नहीं', 'आता', 'है', 'क्या', '..', '🤣', 'धर्म', 'से', 'बाहर', 'निकलो', 'योगी', 'आदित्यनाथ', 'बाबा.🤣', '#', 'rc16', '#', 'yogikipicture', 'करणी', 'सेना', '#', 'modi']",0
modi,"ईद पर PM मोदी की सौगात
32 लाख वंचित मुस्लिमों को खास पैकेट | वक्फ बोर्ड बिल पर देशभर में उबाल, बिहार में AIMPLB का बड़ा प्रदर्शन, 29 मार्च को आंध्र में अगला विरोध | विरोध और तेज होने की आशंका! 
nayaindia.com/politics-3/con…
#EidMubarak #WaqfBill2024 #Modi #AIMPLB","#EidMubarak,#WaqfBill2024,#Modi,#AIMPLB","['ईद', 'पर', 'pm', 'मोदी', 'की', 'सौगात', '32', 'लाख', 'वंचित', 'मुस्लिमों', 'को', 'खास', 'पैकेट', '|', 'वक्फ', 'बोर्ड', 'बिल', 'पर', 'देशभर', 'में', 'उबाल', ',', 'बिहार', 'में', 'aimplb', 'का', 'बड़ा', 'प्रदर्शन', ',', '29', 'मार्च', 'को', 'आंध्र', 'में', 'अगला', 'विरोध', '|', 'विरोध', 'और', 'तेज', 'होने', 'की', 'आशंका', '!', 'nayaindia.com/politics-3/con…', '#', 'eidmubarak', '#', 'waqfbill2024', '#', 'modi', '#', 'aimplb']",0
modi,"‘संतोष’ या आंतरराष्ट्रीय पातळीवर गाजणाऱ्या चित्रपटावर बंदी घातल्याबद्दल सेन्सॅार बोर्डाचा निषेध!
#censorship #Modi","#censorship,#Modi","['‘', 'संतोष', '’', 'या', 'आंतरराष्ट्रीय', 'पातळीवर', 'गाजणाऱ्या', 'चित्रपटावर', 'बंदी', 'घातल्याबद्दल', 'सेन्सॅार', 'बोर्डाचा', 'निषेध', '!', '#', 'censorship', '#', 'modi']",3
modi,"सरकार भी लाने जा रही है OLA-Uber जैसी टैक्सी सर्विस, ड्राइवरों की होगी मौज तो इनके छूटेंगे पसीने hindi.businessheadline.in/th… 
#ola #UberTaxi #OlaElectric #taxi #AmitShah #amitshahspeech #Modi #uber","#ola,#UberTaxi,#OlaElectric,#taxi,#AmitShah,#amitshahspeech,#Modi,#uber","['सरकार', 'भी', 'लाने', 'जा', 'रही', 'है', 'ola-uber', 'जैसी', 'टैक्सी', 'सर्विस', ',', 'ड्राइवरों', 'की', 'होगी', 'मौज', 'तो', 'इनके', 'छूटेंगे', 'पसीने', 'hindi.businessheadline.in/th…', '#', 'ola', '#', 'ubertaxi', '#', 'olaelectric', '#', 'taxi', '#', 'amitshah', '#', 'amitshahspeech', '#', 'modi', '#', 'uber']",3
modi,"#मेरा भारत महान...
#Modi Ji ka भारत...

 Na खाना मिलेगा...

Na दवाइयां... 

#BoyCott भजपा...","#म,#Modi,#BoyCott","['#', 'मेरा', 'भारत', 'महान', '...', '#', 'modi', 'ji', 'ka', 'भारत', '...', 'na', 'खाना', 'मिलेगा', '...', 'na', 'दवाइयां', '...', '#', 'boycott', 'भजपा', '...']",2
modi,"कामयाबी का मोदी मंत्र :- वीडियो देखिए आप को साफ हो जाएगा मोदी और अमित शाह कितने भ्रष्ट हैं
#Modi दोस्तो RT रूकना नहीं चाहिए जी जी 🌹 @_Sweet_Parul_ @___Gulati_4 @BappiLaher08001 @king7851007 @kiran_patniak @MdHafiz59473117 @muralitwit @Virus_Studioz @VijaySingh_law @MdHafiz59473117 @NhCing",#Modi,"['कामयाबी', 'का', 'मोदी', 'मंत्र', ':', '-', 'वीडियो', 'देखिए', 'आप', 'को', 'साफ', 'हो', 'जाएगा', 'मोदी', 'और', 'अमित', 'शाह', 'कितने', 'भ्रष्ट', 'हैं', '#', 'modi', 'दोस्तो', 'rt', 'रूकना', 'नहीं', 'चाहिए', 'जी', 'जी', '🌹', '@', '_sweet_parul_', '@', '___gulati_4', '@', 'bappilaher08001', '@', 'king7851007', '@', 'kiran_patniak', '@', 'mdhafiz59473117', '@', 'muralitwit', '@', 'virus_studioz', '@', 'vijaysingh_law', '@', 'mdhafiz59473117', '@', 'nhcing']",0
modi,"Happy Birthday To Our Dear Global Star @AlwaysRamCharan RamCharan Garu.
#sundarapuvijaykumar #RamCharanBDayCelebrations #RamCharan #TeamRamCharan #Janasena #Pawankalyan #cbn #tdp #Modi #bjp #nda #yelamanchili","#sundarapuvijaykumar,#RamCharanBDayCelebrations,#RamCharan,#TeamRamCharan,#Janasena,#Pawankalyan,#cbn,#tdp,#Modi,#bjp,#nda,#yelamanchili","['happy', 'birthday', 'to', 'our', 'dear', 'global', 'star', '@', 'alwaysramcharan', 'ramcharan', 'garu', '.', '#', 'sundarapuvijaykumar', '#', 'ramcharanbdaycelebrations', '#', 'ramcharan', '#', 'teamramcharan', '#', 'janasena', '#', 'pawankalyan', '#', 'cbn', '#', 'tdp', '#', 'modi', '#', 'bjp', '#', 'nda', '#', 'yelamanchili']",2
modi,"And we all voted him to power to see this joke!

#Modi do something for Hindus who have voted you to power. Grow spine like your friend Trump.",#Modi,"['and', 'we', 'all', 'voted', 'him', 'to', 'power', 'to', 'see', 'this', 'joke', '!', '#', 'modi', 'do', 'something', 'for', 'hindus', 'who', 'have', 'voted', 'you', 'to', 'power', '.', 'grow', 'spine', 'like', 'your', 'friend', 'trump', '.']",2
modi,"Pradeep Bhandari- Give me primary source of 1 Historian.

SP Spox- त त प प

Anyway, happy that यदमुल्ले are exposing their Appeasement so much that even those Rajputs who were misguided by CHINDIs to vote against #Modi Sarkar in 2024 GE, now abusing them.",#Modi,"['pradeep', 'bhandari-', 'give', 'me', 'primary', 'source', 'of', '1', 'historian', '.', 'sp', 'spox-', 'त', 'त', 'प', 'प', 'anyway', ',', 'happy', 'that', 'यदमुल्ले', 'are', 'exposing', 'their', 'appeasement', 'so', 'much', 'that', 'even', 'those', 'rajputs', 'who', 'were', 'misguided', 'by', 'chindis', 'to', 'vote', 'against', '#', 'modi', 'sarkar', 'in', '2024', 'ge', ',', 'now', 'abusing', 'them', '.']",0
modi,Here’s a #cartoon for my amazing Patreon readers. 🎨 Thanks for your support!  Support us for more such cartoons: Linktr.ee/MANJULtoons #Modi #BJP #Dissent #DevendraFadnavis #YogiAdityanath,"#cartoon,#Modi,#BJP,#Dissent,#DevendraFadnavis,#YogiAdityanath","['here', '’', 's', 'a', '#', 'cartoon', 'for', 'my', 'amazing', 'patreon', 'readers', '.', '🎨', 'thanks', 'for', 'your', 'support', '!', 'support', 'us', 'for', 'more', 'such', 'cartoons', ':', 'linktr.ee/manjultoons', '#', 'modi', '#', 'bjp', '#', 'dissent', '#', 'devendrafadnavis', '#', 'yogiadityanath']",3
modi,"While CONgress hopes to change constitution for Mu$£im Reservations, #Modi Sarkar to introduce & get passed Waqf Amendment Bill this week.

Union Minister.@KirenRijiju says, ""After Waqf Amendment Bill is introduced in LS, we will take it to the RS""

MODI SARKAR HAS THE NUMBERS!",#Modi,"['while', 'congress', 'hopes', 'to', 'change', 'constitution', 'for', 'mu', '$', '£im', 'reservations', ',', '#', 'modi', 'sarkar', 'to', 'introduce', '&', 'get', 'passed', 'waqf', 'amendment', 'bill', 'this', 'week', '.', 'union', 'minister', '.', '@', 'kirenrijiju', 'says', ',', '``', 'after', 'waqf', 'amendment', 'bill', 'is', 'introduced', 'in', 'ls', ',', 'we', 'will', 'take', 'it', 'to', 'the', 'rs', ""''"", 'modi', 'sarkar', 'has', 'the', 'numbers', '!']",4
modi,#saugatemodi what right #Modi hv to distribute taxmoney to Muslims in his name? Has majority given consent? Are they really minority? Arent there any actual minorities far poorer & never noticed by politicians? What abt kits to poor #Hindus on their festivals? @ARanganathan72,"#saugatemodi,#Modi,#Hindus","['#', 'saugatemodi', 'what', 'right', '#', 'modi', 'hv', 'to', 'distribute', 'taxmoney', 'to', 'muslims', 'in', 'his', 'name', '?', 'has', 'majority', 'given', 'consent', '?', 'are', 'they', 'really', 'minority', '?', 'arent', 'there', 'any', 'actual', 'minorities', 'far', 'poorer', '&', 'never', 'noticed', 'by', 'politicians', '?', 'what', 'abt', 'kits', 'to', 'poor', '#', 'hindus', 'on', 'their', 'festivals', '?', '@', 'aranganathan72']",1
modi,"हमारे योगी आदित्यनाथ बाबा को मंदिर मस्जिद 

हिंदू मुस्लिम पाकिस्तान मुगल के अलावा और 

कुछ नहीं आता है क्या..🤣

धर्म से बाहर निकलो योगी आदित्यनाथ बाबा.🤣

#RC16 #YogiKiPicture करणी सेना #Modi","#RC16,#YogiKiPicture,#Modi","['हमारे', 'योगी', 'आदित्यनाथ', 'बाबा', 'को', 'मंदिर', 'मस्जिद', 'हिंदू', 'मुस्लिम', 'पाकिस्तान', 'मुगल', 'के', 'अलावा', 'और', 'कुछ', 'नहीं', 'आता', 'है', 'क्या', '..', '🤣', 'धर्म', 'से', 'बाहर', 'निकलो', 'योगी', 'आदित्यनाथ', 'बाबा.🤣', '#', 'rc16', '#', 'yogikipicture', 'करणी', 'सेना', '#', 'modi']",0
modi,"ईद पर PM मोदी की सौगात
32 लाख वंचित मुस्लिमों को खास पैकेट | वक्फ बोर्ड बिल पर देशभर में उबाल, बिहार में AIMPLB का बड़ा प्रदर्शन, 29 मार्च को आंध्र में अगला विरोध | विरोध और तेज होने की आशंका! 
nayaindia.com/politics-3/con…
#EidMubarak #WaqfBill2024 #Modi #AIMPLB","#EidMubarak,#WaqfBill2024,#Modi,#AIMPLB","['ईद', 'पर', 'pm', 'मोदी', 'की', 'सौगात', '32', 'लाख', 'वंचित', 'मुस्लिमों', 'को', 'खास', 'पैकेट', '|', 'वक्फ', 'बोर्ड', 'बिल', 'पर', 'देशभर', 'में', 'उबाल', ',', 'बिहार', 'में', 'aimplb', 'का', 'बड़ा', 'प्रदर्शन', ',', '29', 'मार्च', 'को', 'आंध्र', 'में', 'अगला', 'विरोध', '|', 'विरोध', 'और', 'तेज', 'होने', 'की', 'आशंका', '!', 'nayaindia.com/politics-3/con…', '#', 'eidmubarak', '#', 'waqfbill2024', '#', 'modi', '#', 'aimplb']",0
revanth reddy,"University of Hyderabad students condemn CM Revanth Reddy’s statement on varsity lands Hyderabad real estate
#uoh #Revanth #Hyderabad 

telanganatoday.com/universit…","#uoh,#Revanth,#Hyderabad","['university', 'of', 'hyderabad', 'students', 'condemn', 'cm', 'revanth', 'reddy', '’', 's', 'statement', 'on', 'varsity', 'lands', 'hyderabad', 'real', 'estate', '#', 'uoh', '#', 'revanth', '#', 'hyderabad', 'telanganatoday.com/universit…']",1
revanth reddy,"#Telangana government is set to take strict action against online betting apps and online rummy platforms. During the Assembly Budget Sessions on Wednesday, #Chief Minister #Revanth Reddy announced plans to establish a Special Investigation Team (SIT) to tackle the issue.","#Telangana,#Chief,#Revanth","['#', 'telangana', 'government', 'is', 'set', 'to', 'take', 'strict', 'action', 'against', 'online', 'betting', 'apps', 'and', 'online', 'rummy', 'platforms', '.', 'during', 'the', 'assembly', 'budget', 'sessions', 'on', 'wednesday', ',', '#', 'chief', 'minister', '#', 'revanth', 'reddy', 'announced', 'plans', 'to', 'establish', 'a', 'special', 'investigation', 'team', '(', 'sit', ')', 'to', 'tackle', 'the', 'issue', '.']",1
